Citizen_ID,Diet_Type,District_Name,Occupation,Wealth_Index,House_Size_sq_ft,Life_Expectancy,Vehicle_Owned,Work_District,Bio_Hash
CIT_0828,Seaweed,Deep Trench,Scribe,1021.0,169.0,57.0,Sea Scooter,The Golden Reef,700aa432
CIT_19625,Exotic Imports,Coral Slums,Merchant,2285.0,,53.0,Sea Scooter,Mariana Plaza,9183f4a5
CIT_6904,Seafood,Coral Slums,Fisher,1406.0,100.0,37.0,No Vehicle,Mariana Plaza,4562946b
CIT_4517,Exotic Imports,The Golden Reef,Merchant,67418.0,10000.0,106.0,Fin Bicycle,Coral Slums,7bcfa9a7
CIT_3261,Seaweed,Deep Trench,Fisher,,131.0,46.0,No Vehicle,Coral Slums,e4695387
CIT_1518,Exotic Imports,Deep Trench,Warrior,2745.0,298.0,34.0,Fin Bicycle,Deep Trench,19ff16d0
CIT_14238,Exotic Imports,Mariana Plaza,Merchant,14822.0,2280.0,49.0,Submarine,Mariana Plaza,2e3eec80
CIT_18180,Seafood,Mariana Plaza,Scribe,9178.0,1373.0,68.0,No Vehicle,The Golden Reef,20fcf9c7
CIT_14653,Seaweed,Coral Slums,Miner,1883.0,137.0,51.0,No Vehicle,Coral Slums,9482f082
CIT_7276,Seaweed,The Golden Reef,Merchant,18417.0,4152.0,87.0,No Vehicle,The Golden Reef,09b7d132
CIT_19517,Exotic Imports,Coral Slums,Warrior,3012.0,183.0,35.0,No Vehicle,Deep Trench,3cb02198
CIT_4503,Seafood,Mariana Plaza,Merchant,3824.0,594.0,63.0,Submarine,Mariana Plaza,e6822131
CIT_11792,Exotic Imports,The Golden Reef,Merchant,17617.0,3883.0,77.0,No Vehicle,Mariana Plaza,502d6fc5
CIT_3389,Seaweed,The Golden Reef,Warrior,1943.0,322.0,46.0,Sea Scooter,Deep Trench,478a2597
CIT_11949,Exotic Imports,Coral Slums,Fisher,1787.0,100.0,32.0,Sea Scooter,Deep Trench,18bb2e41
CIT_7341,Seaweed,Deep Trench,Warrior,1647.0,204.0,39.0,Fin Bicycle,Mariana Plaza,f7d78d6c
CIT_15886,Exotic Imports,The Golden Reef,Merchant,1683.0,354.0,52.0,No Vehicle,Mariana Plaza,42319022
CIT_12383,Seafood,Mariana Plaza,Fisher,7625.0,,47.0,No Vehicle,Deep Trench,60eab8e9
CIT_7430,Seafood,Deep Trench,Warrior,3592.0,386.0,43.0,Fin Bicycle,Deep Trench,82bed03a
CIT_12990,Exotic Imports,The Golden Reef,Merchant,2165.0,526.0,55.0,No Vehicle,Mariana Plaza,28cf1cd8
CIT_0419,Seaweed,Deep Trench,Warrior,21433.0,2205.0,46.0,Sea Scooter,Deep Trench,03526682
CIT_14969,Seafood,Mariana Plaza,Fisher,1174.0,155.0,41.0,Sea Scooter,The Golden Reef,21dbe206
CIT_14175,Exotic Imports,Mariana Plaza,Merchant,26930.0,4037.0,73.0,Sea Scooter,Coral Slums,45781ecb
CIT_5647,Seaweed,Deep Trench,Fisher,1930.0,235.0,54.0,Sea Scooter,Deep Trench,26b8c055
CIT_16818,Seaweed,Mariana Plaza,Scribe,5387.0,766.0,56.0,Fin Bicycle,Deep Trench,83c6f8f9
CIT_15417,Exotic Imports,The Golden Reef,Merchant,2525.0,480.0,46.0,Fin Bicycle,Coral Slums,0702db54
CIT_14073,Seaweed,Deep Trench,Warrior,3760.0,352.0,49.0,Sea Scooter,The Golden Reef,7785b432
CIT_1973,Seafood,Mariana Plaza,Warrior,4763.0,681.0,46.0,Sea Scooter,The Golden Reef,ae1df725
CIT_7173,Seafood,Coral Slums,Miner,4044.0,226.0,50.0,Sea Scooter,Coral Slums,69a496c4
CIT_13266,Seafood,The Golden Reef,Fisher,,765.0,49.0,Sea Scooter,Coral Slums,2ffe13a8
CIT_5881,Seafood,The Golden Reef,Merchant,3114.0,685.0,,Sea Scooter,Mariana Plaza,928e7a3f
CIT_11381,Seaweed,Deep Trench,Warrior,3549.0,444.0,46.0,Submarine,Coral Slums,3f591ea1
CIT_0203,Exotic Imports,Mariana Plaza,Miner,27626.0,4110.0,66.0,Submarine,The Golden Reef,50f6e05f
CIT_17786,Seafood,Deep Trench,Miner,,557.0,43.0,Sea Scooter,Coral Slums,c307fa9e
CIT_9433,Exotic Imports,Deep Trench,Scribe,7254.0,750.0,51.0,No Vehicle,The Golden Reef,42965bd9
CIT_18305,Seaweed,Mariana Plaza,Warrior,4077.0,640.0,,Fin Bicycle,Deep Trench,cdfb2e88
CIT_14895,Seafood,Mariana Plaza,Merchant,6960.0,987.0,65.0,Sea Scooter,Coral Slums,9500622c
CIT_5815,Seafood,Deep Trench,Merchant,2763.0,319.0,59.0,Sea Scooter,Coral Slums,d1c798d6
CIT_4454,Seaweed,The Golden Reef,Merchant,9569.0,2091.0,77.0,Fin Bicycle,The Golden Reef,025bbe86
CIT_14031,Exotic Imports,Coral Slums,Fisher,1795.0,100.0,41.0,Sea Scooter,Deep Trench,7ff6be22
CIT_17965,Exotic Imports,The Golden Reef,Merchant,5223.0,1207.0,55.0,No Vehicle,Mariana Plaza,e4cdc647
CIT_0437,Seafood,The Golden Reef,Miner,11759.0,2713.0,63.0,Submarine,Deep Trench,ef15b757
CIT_2018,Seafood,Mariana Plaza,Miner,1412.0,189.0,45.0,Sea Scooter,Deep Trench,d6a29768
CIT_7626,Seafood,Coral Slums,Miner,7728.0,470.0,48.0,Fin Bicycle,The Golden Reef,e8a6ec76
CIT_7839,Seafood,Deep Trench,Fisher,2015.0,185.0,41.0,No Vehicle,Mariana Plaza,325ff7d3
CIT_0046,Seaweed,Coral Slums,Warrior,10410.0,625.0,40.0,Submarine,Deep Trench,80e747bf
CIT_14386,Exotic Imports,Coral Slums,Miner,1625.0,100.0,47.0,Submarine,The Golden Reef,b73e1841
CIT_0108,Seaweed,Coral Slums,Miner,2376.0,150.0,49.0,No Vehicle,Mariana Plaza,f39e5952
CIT_0670,Seaweed,Deep Trench,Warrior,8344.0,883.0,39.0,No Vehicle,Deep Trench,bf1c7e8c
CIT_4149,Seaweed,Deep Trench,Merchant,4535.0,454.0,,Sea Scooter,The Golden Reef,0c1e3f31
CIT_15931,Exotic Imports,Deep Trench,Miner,3406.0,392.0,38.0,Fin Bicycle,Deep Trench,4e480e36
CIT_6200,Seaweed,Deep Trench,Warrior,4821.0,489.0,30.0,Sea Scooter,Deep Trench,a35b9f0e
CIT_4931,Exotic Imports,Mariana Plaza,Warrior,1314.0,190.0,32.0,Sea Scooter,Mariana Plaza,ffd38dba
CIT_19651,Seafood,Mariana Plaza,Fisher,1627.0,288.0,57.0,Sea Scooter,Deep Trench,64bf109d
CIT_9570,Seaweed,Mariana Plaza,Merchant,,220.0,56.0,Fin Bicycle,The Golden Reef,81f9bdd3
CIT_6440,Seaweed,Deep Trench,Warrior,2571.0,283.0,45.0,Fin Bicycle,Deep Trench,7a2dc067
CIT_4052,Seaweed,Mariana Plaza,Fisher,1948.0,202.0,38.0,Fin Bicycle,Deep Trench,e808d650
CIT_4484,Seaweed,Mariana Plaza,Warrior,3371.0,,45.0,Fin Bicycle,The Golden Reef,9db737ca
CIT_16445,Seafood,Mariana Plaza,Warrior,1572.0,229.0,40.0,No Vehicle,Deep Trench,c9b4d384
CIT_14310,Exotic Imports,Mariana Plaza,Scribe,4256.0,622.0,54.0,Fin Bicycle,Mariana Plaza,cf2ebe04
CIT_14246,Seaweed,Deep Trench,Fisher,3650.0,350.0,46.0,Fin Bicycle,The Golden Reef,b174ec36
CIT_3541,Exotic Imports,Coral Slums,Miner,1372.0,100.0,43.0,No Vehicle,Mariana Plaza,35502a83
CIT_5173,Seafood,Deep Trench,Fisher,6188.0,653.0,48.0,No Vehicle,Deep Trench,989a8c77
CIT_12716,Seafood,Mariana Plaza,Miner,,10000.0,88.0,Submarine,The Golden Reef,d276b6b3
CIT_6354,Seaweed,Mariana Plaza,Warrior,65951.0,9899.0,93.0,Royal Submarine,Deep Trench,d3282c62
CIT_1611,Exotic Imports,The Golden Reef,Miner,5372.0,1303.0,41.0,No Vehicle,Deep Trench,1b8f0c37
CIT_9388,Seaweed,Mariana Plaza,Warrior,3526.0,495.0,43.0,No Vehicle,The Golden Reef,74071322
CIT_5733,Seafood,Coral Slums,Fisher,3286.0,188.0,54.0,Sea Scooter,Deep Trench,a944f002
CIT_16590,Seafood,Deep Trench,Miner,,,,No Vehicle,Coral Slums,1c73944e
CIT_19218,Exotic Imports,Mariana Plaza,Scribe,13156.0,2020.0,58.0,Submarine,Mariana Plaza,f892d13c
CIT_9372,Exotic Imports,Coral Slums,Fisher,1632.0,124.0,38.0,Sea Scooter,Deep Trench,7060e430
CIT_1137,Exotic Imports,Coral Slums,Warrior,2645.0,142.0,30.0,Submarine,Coral Slums,6a5d9cb9
CIT_14082,Seaweed,The Golden Reef,Merchant,4380.0,,60.0,Submarine,Coral Slums,fead0e2f
CIT_15178,Seafood,Deep Trench,Fisher,1330.0,204.0,38.0,Sea Scooter,Mariana Plaza,a756b60a
CIT_7697,Exotic Imports,Coral Slums,Miner,2917.0,200.0,40.0,No Vehicle,Coral Slums,1c67b6f2
CIT_3269,Exotic Imports,Mariana Plaza,Scribe,32281.0,4826.0,71.0,No Vehicle,The Golden Reef,a06a82cf
CIT_6257,Seaweed,The Golden Reef,Warrior,12387.0,2748.0,59.0,Submarine,Deep Trench,7a011dba
CIT_18581,Exotic Imports,The Golden Reef,Warrior,31768.0,7137.0,67.0,Sea Scooter,Coral Slums,5bce32e6
CIT_4418,Seaweed,Mariana Plaza,Scribe,4028.0,686.0,59.0,Sea Scooter,Mariana Plaza,7495a47e
CIT_3947,Seaweed,The Golden Reef,Miner,9685.0,2172.0,59.0,No Vehicle,Deep Trench,103dbd9e
CIT_9712,Seafood,Mariana Plaza,Fisher,2191.0,311.0,48.0,Submarine,Coral Slums,085bf754
CIT_17490,Exotic Imports,Deep Trench,Fisher,,182.0,40.0,No Vehicle,Deep Trench,d843cfbf
CIT_6986,Seafood,Deep Trench,Scribe,2794.0,296.0,59.0,Fin Bicycle,Mariana Plaza,5d45ae84
CIT_8543,Exotic Imports,Coral Slums,Miner,1441.0,,43.0,Sea Scooter,Coral Slums,6e367f63
CIT_4620,Seaweed,Mariana Plaza,Merchant,48967.0,,,Fin Bicycle,The Golden Reef,40a7bdce
CIT_5521,Seaweed,Deep Trench,Merchant,1292.0,137.0,66.0,Fin Bicycle,Mariana Plaza,cc9bce94
CIT_12540,Seafood,Deep Trench,Fisher,3262.0,387.0,47.0,Sea Scooter,Deep Trench,b86b74d0
CIT_4031,Seafood,Mariana Plaza,Scribe,2011.0,292.0,,Sea Scooter,Mariana Plaza,fc759a26
CIT_11855,Seaweed,Deep Trench,Merchant,58495.0,6171.0,94.0,Submarine,The Golden Reef,7198c800
CIT_13506,Seafood,The Golden Reef,Fisher,4973.0,993.0,45.0,Fin Bicycle,Deep Trench,8485f6dc
CIT_18671,Seafood,Coral Slums,Scribe,1833.0,108.0,57.0,Fin Bicycle,Mariana Plaza,c204d8e4
CIT_18404,Seafood,Deep Trench,Fisher,1670.0,144.0,40.0,Sea Scooter,Coral Slums,1152dfe4
CIT_9796,Exotic Imports,Coral Slums,Miner,3109.0,187.0,29.0,No Vehicle,Coral Slums,c6b88fd4
CIT_0034,Seaweed,The Golden Reef,Merchant,5216.0,1263.0,63.0,Submarine,Mariana Plaza,29010876
CIT_13082,Seafood,Deep Trench,Warrior,4731.0,466.0,39.0,Fin Bicycle,Mariana Plaza,a29484e8
CIT_18369,Seaweed,The Golden Reef,Warrior,7502.0,1546.0,48.0,Submarine,Deep Trench,8b92c7d5
CIT_8488,Seafood,Coral Slums,Fisher,2419.0,139.0,40.0,Submarine,Deep Trench,0f7da2f0
CIT_10763,Seaweed,The Golden Reef,Miner,10780.0,2458.0,62.0,Submarine,Coral Slums,aa1056cb
CIT_2106,Seafood,The Golden Reef,Merchant,6681.0,1518.0,62.0,Submarine,Deep Trench,250c108e
CIT_14669,Exotic Imports,Deep Trench,Scribe,1433.0,160.0,41.0,Sea Scooter,Mariana Plaza,7add17d3
CIT_15544,Seaweed,Coral Slums,Scribe,1004.0,100.0,57.0,Fin Bicycle,Mariana Plaza,97f906c4
CIT_0307,Seafood,Coral Slums,Fisher,2906.0,227.0,44.0,Sea Scooter,Coral Slums,e4033879
CIT_10492,Seafood,The Golden Reef,Fisher,2513.0,468.0,48.0,Sea Scooter,Deep Trench,1d9927ff
CIT_11330,Exotic Imports,The Golden Reef,Miner,,1933.0,48.0,Sea Scooter,Coral Slums,46c1fbb0
CIT_10010,Seaweed,Coral Slums,Miner,1261.0,100.0,49.0,Sea Scooter,Mariana Plaza,d3deb997
CIT_16977,Seaweed,Deep Trench,Warrior,5695.0,546.0,43.0,No Vehicle,Deep Trench,6ff3556a
CIT_3382,Seaweed,Coral Slums,Miner,1988.0,134.0,45.0,Sea Scooter,Coral Slums,ee8ad2ca
CIT_16393,Exotic Imports,The Golden Reef,Merchant,12807.0,2850.0,68.0,Submarine,The Golden Reef,3932c03a
CIT_18312,Seaweed,Deep Trench,Warrior,2476.0,208.0,38.0,Sea Scooter,Coral Slums,c884cd19
CIT_4977,Seaweed,Mariana Plaza,Warrior,13818.0,2083.0,51.0,Submarine,Coral Slums,bc15b94e
CIT_1435,Seaweed,Mariana Plaza,Scribe,,652.0,55.0,Sea Scooter,Mariana Plaza,d62cf89b
CIT_8556,Seaweed,Deep Trench,Fisher,,253.0,43.0,Fin Bicycle,Deep Trench,8c1f2f8a
CIT_3964,Exotic Imports,Mariana Plaza,Miner,5448.0,740.0,,Sea Scooter,Coral Slums,c0cdc614
CIT_6740,Seafood,The Golden Reef,Fisher,12582.0,2826.0,54.0,Submarine,Deep Trench,33dd07b5
CIT_15210,Seaweed,Deep Trench,Warrior,2532.0,324.0,32.0,Sea Scooter,Deep Trench,5098479b
CIT_7604,Seaweed,Mariana Plaza,Scribe,,692.0,62.0,Sea Scooter,Deep Trench,1624801b
CIT_8702,Seaweed,Coral Slums,Scribe,2258.0,,71.0,Sea Scooter,Mariana Plaza,0262fae6
CIT_1756,Seafood,The Golden Reef,Miner,1455.0,423.0,49.0,Fin Bicycle,Deep Trench,dc06a01c
CIT_17122,Seafood,The Golden Reef,Merchant,1273.0,247.0,57.0,Sea Scooter,Mariana Plaza,11532cb4
CIT_15916,Seafood,Deep Trench,Miner,2586.0,254.0,45.0,Fin Bicycle,Deep Trench,778c341d
CIT_14716,Exotic Imports,Mariana Plaza,Merchant,10830.0,1651.0,53.0,No Vehicle,The Golden Reef,d585fc2e
CIT_16400,Exotic Imports,Mariana Plaza,Scribe,4966.0,738.0,45.0,No Vehicle,Mariana Plaza,adbc59d1
CIT_7625,Seaweed,The Golden Reef,Miner,,10000.0,101.0,Royal Submarine,Deep Trench,3429111b
CIT_5464,Seafood,Mariana Plaza,Merchant,7036.0,1024.0,65.0,Submarine,Deep Trench,1771da03
CIT_5141,Seaweed,The Golden Reef,Merchant,1123.0,,58.0,Fin Bicycle,Mariana Plaza,f174f0cd
CIT_14920,Seafood,Mariana Plaza,Miner,3730.0,513.0,51.0,Fin Bicycle,Coral Slums,122c996e
CIT_16671,Exotic Imports,Deep Trench,Warrior,1467.0,140.0,25.0,No Vehicle,Deep Trench,2befa2e3
CIT_1844,Seafood,Coral Slums,Warrior,,110.0,42.0,Sea Scooter,Deep Trench,45ae0b33
CIT_2067,Seafood,Mariana Plaza,Scribe,2328.0,405.0,,Sea Scooter,The Golden Reef,77a9440e
CIT_16807,Seafood,Deep Trench,Fisher,3277.0,324.0,59.0,Fin Bicycle,The Golden Reef,29460b46
CIT_5090,Seafood,Mariana Plaza,Scribe,5859.0,890.0,57.0,Sea Scooter,Deep Trench,aed6973b
CIT_2906,Seaweed,The Golden Reef,Miner,15566.0,,67.0,Sea Scooter,Mariana Plaza,69d6ae56
CIT_1912,Exotic Imports,Mariana Plaza,Merchant,17769.0,2651.0,68.0,Fin Bicycle,Coral Slums,bdebb17f
CIT_7952,Exotic Imports,Deep Trench,Fisher,1345.0,102.0,33.0,Sea Scooter,The Golden Reef,5e6c2f45
CIT_16647,Seafood,Mariana Plaza,Scribe,3562.0,467.0,53.0,Sea Scooter,Coral Slums,f37d5dc6
CIT_8271,Exotic Imports,Deep Trench,Warrior,5148.0,,34.0,Submarine,Deep Trench,ed010cec
CIT_12953,Exotic Imports,Deep Trench,Warrior,3175.0,313.0,34.0,Sea Scooter,Deep Trench,5539e068
CIT_19258,Seafood,Deep Trench,Warrior,10797.0,1136.0,45.0,Submarine,The Golden Reef,666b668c
CIT_4076,Exotic Imports,Deep Trench,Warrior,3685.0,431.0,31.0,Sea Scooter,The Golden Reef,54120350
CIT_4671,Seaweed,The Golden Reef,Fisher,26401.0,5997.0,71.0,No Vehicle,Deep Trench,58cd57e0
CIT_5895,Seafood,Mariana Plaza,Miner,8368.0,1281.0,38.0,No Vehicle,Coral Slums,06c725cb
CIT_4303,Exotic Imports,Coral Slums,Fisher,2988.0,225.0,35.0,Sea Scooter,The Golden Reef,ea67bed6
CIT_16205,Exotic Imports,The Golden Reef,Merchant,45503.0,10000.0,91.0,Sea Scooter,The Golden Reef,4bd37d14
CIT_1324,Seafood,Mariana Plaza,Fisher,3011.0,433.0,42.0,Fin Bicycle,The Golden Reef,8edadbf0
CIT_15290,Seafood,Coral Slums,Miner,1281.0,100.0,48.0,Sea Scooter,Coral Slums,9c71347a
CIT_4162,Seaweed,The Golden Reef,Merchant,21788.0,5013.0,,No Vehicle,Mariana Plaza,a784ae17
CIT_10952,Seafood,The Golden Reef,Merchant,10454.0,2295.0,74.0,Fin Bicycle,Coral Slums,cab6afce
CIT_17288,Exotic Imports,Coral Slums,Warrior,1814.0,114.0,38.0,No Vehicle,Deep Trench,3a8392bf
CIT_6754,Exotic Imports,Deep Trench,Warrior,1314.0,171.0,27.0,Fin Bicycle,Deep Trench,403332bd
CIT_19110,Seaweed,Coral Slums,Merchant,3158.0,189.0,54.0,Sea Scooter,Mariana Plaza,62e5dc77
CIT_0958,Seaweed,Deep Trench,Warrior,13454.0,1483.0,52.0,No Vehicle,Deep Trench,b6f07f5a
CIT_5227,Exotic Imports,Coral Slums,Fisher,1458.0,100.0,23.0,Fin Bicycle,Mariana Plaza,31b46b94
CIT_3182,Exotic Imports,Coral Slums,Miner,4973.0,298.0,27.0,Sea Scooter,Deep Trench,52ada842
CIT_18674,Seafood,Mariana Plaza,Scribe,9180.0,1479.0,60.0,Sea Scooter,Mariana Plaza,73a23701
CIT_17195,Exotic Imports,Coral Slums,Merchant,3980.0,223.0,48.0,Sea Scooter,Deep Trench,27f31f23
CIT_9807,Exotic Imports,Deep Trench,Warrior,10566.0,1134.0,,No Vehicle,Deep Trench,ca2f4c3f
CIT_14603,Seafood,Coral Slums,Fisher,1259.0,100.0,37.0,Fin Bicycle,Deep Trench,6ebf841a
CIT_10885,Seafood,Coral Slums,Fisher,6790.0,429.0,38.0,Submarine,Deep Trench,519e6339
CIT_4553,Exotic Imports,Coral Slums,Miner,1300.0,100.0,43.0,Sea Scooter,Coral Slums,40d06e99
CIT_9138,Seaweed,Mariana Plaza,Warrior,2156.0,324.0,36.0,No Vehicle,Coral Slums,2eb02887
CIT_12235,Seaweed,Mariana Plaza,Warrior,4357.0,681.0,37.0,No Vehicle,Coral Slums,a015cb5e
CIT_10997,Seafood,The Golden Reef,Merchant,13154.0,3028.0,68.0,Fin Bicycle,Mariana Plaza,1e171f68
CIT_10449,Seaweed,The Golden Reef,Merchant,26891.0,6091.0,90.0,Submarine,Coral Slums,108b1b2d
CIT_4202,Seafood,Deep Trench,Merchant,1879.0,190.0,60.0,Fin Bicycle,Mariana Plaza,55afc656
CIT_18202,Exotic Imports,The Golden Reef,Miner,23307.0,5290.0,62.0,Sea Scooter,The Golden Reef,00d3d7db
CIT_14816,Seafood,The Golden Reef,Miner,1983.0,471.0,42.0,Sea Scooter,Coral Slums,ca207ee5
CIT_7284,Exotic Imports,Mariana Plaza,Fisher,4403.0,661.0,39.0,Sea Scooter,Deep Trench,494af474
CIT_16906,Exotic Imports,Deep Trench,Warrior,,269.0,33.0,Fin Bicycle,Deep Trench,fed5cec3
CIT_3155,Seafood,Deep Trench,Warrior,9065.0,869.0,27.0,Fin Bicycle,Deep Trench,0eaae6bc
CIT_16354,Exotic Imports,The Golden Reef,Fisher,6502.0,1444.0,48.0,No Vehicle,Coral Slums,c96e342c
CIT_2976,Exotic Imports,The Golden Reef,Warrior,14565.0,3219.0,47.0,Submarine,Coral Slums,279c5bf7
CIT_14296,Seaweed,Deep Trench,Scribe,7094.0,752.0,68.0,Sea Scooter,Coral Slums,46e74a69
CIT_1526,Seafood,Coral Slums,Merchant,1896.0,124.0,55.0,Submarine,The Golden Reef,70654501
CIT_19337,Seaweed,Coral Slums,Fisher,1466.0,110.0,43.0,Sea Scooter,Deep Trench,f6a0b4ee
CIT_1149,Seafood,Deep Trench,Fisher,3016.0,,40.0,Fin Bicycle,Mariana Plaza,58ca6320
CIT_15655,Seaweed,Coral Slums,Fisher,1235.0,100.0,38.0,Sea Scooter,Coral Slums,d9cbd3f8
CIT_9876,Seaweed,Mariana Plaza,Scribe,2310.0,,60.0,Sea Scooter,Mariana Plaza,10b158d8
CIT_10663,Seafood,Coral Slums,Fisher,,100.0,44.0,Submarine,Mariana Plaza,9bfd9b1d
CIT_12014,Exotic Imports,Coral Slums,Miner,6598.0,335.0,36.0,Sea Scooter,Deep Trench,a53b8e1d
CIT_15025,Seafood,The Golden Reef,Merchant,8022.0,1818.0,62.0,No Vehicle,Mariana Plaza,0864c5fe
CIT_8435,Seaweed,Coral Slums,Fisher,1190.0,100.0,46.0,Submarine,Deep Trench,1829ca31
CIT_0160,Exotic Imports,The Golden Reef,Merchant,4657.0,976.0,66.0,Sea Scooter,The Golden Reef,b45d7266
CIT_17987,Exotic Imports,The Golden Reef,Miner,8037.0,1689.0,48.0,Sea Scooter,Mariana Plaza,0b2f25bc
CIT_19537,Seafood,The Golden Reef,Merchant,16412.0,3693.0,78.0,Submarine,The Golden Reef,16299ef8
CIT_5008,Seafood,Mariana Plaza,Scribe,,1845.0,69.0,No Vehicle,Mariana Plaza,0cfdd3eb
CIT_4506,Seafood,Coral Slums,Scribe,1821.0,105.0,54.0,Sea Scooter,Mariana Plaza,257d92f0
CIT_16234,Exotic Imports,Mariana Plaza,Scribe,44066.0,6570.0,,Fin Bicycle,Mariana Plaza,04298df2
CIT_3476,Exotic Imports,Deep Trench,Miner,4366.0,424.0,34.0,Sea Scooter,Coral Slums,0d4c4de1
CIT_13596,Seafood,Coral Slums,Miner,,632.0,37.0,No Vehicle,Deep Trench,3742188e
CIT_9972,Seaweed,The Golden Reef,Merchant,3921.0,900.0,59.0,Sea Scooter,The Golden Reef,3f6ec85f
CIT_10713,Exotic Imports,Deep Trench,Scribe,2161.0,259.0,47.0,Sea Scooter,Mariana Plaza,4f254bcc
CIT_5956,Seaweed,Coral Slums,Scribe,2400.0,136.0,60.0,No Vehicle,Deep Trench,e7362e03
CIT_17718,Exotic Imports,Mariana Plaza,Warrior,6111.0,931.0,35.0,No Vehicle,Mariana Plaza,f3d2f146
CIT_15757,Seaweed,Deep Trench,Miner,1908.0,183.0,53.0,Fin Bicycle,Coral Slums,a37fc22e
CIT_19284,Seafood,The Golden Reef,Warrior,42346.0,9474.0,83.0,No Vehicle,Deep Trench,1c40f1cb
CIT_5691,Seaweed,Mariana Plaza,Scribe,,480.0,65.0,Submarine,Mariana Plaza,83e6fa20
CIT_4626,Seafood,The Golden Reef,Fisher,18429.0,4131.0,66.0,Submarine,Deep Trench,eaf4468f
CIT_10469,Exotic Imports,Mariana Plaza,Warrior,1985.0,380.0,35.0,Sea Scooter,Coral Slums,3423aeb2
CIT_9327,Seaweed,The Golden Reef,Merchant,41880.0,9493.0,108.0,Sea Scooter,The Golden Reef,af257cb3
CIT_15693,Exotic Imports,Coral Slums,Scribe,1322.0,100.0,51.0,No Vehicle,Coral Slums,2dd31583
CIT_7233,Seaweed,The Golden Reef,Merchant,59517.0,10000.0,108.0,Sea Scooter,The Golden Reef,73f8a412
CIT_7538,Exotic Imports,The Golden Reef,Scribe,2653.0,691.0,51.0,No Vehicle,Mariana Plaza,eefa8214
CIT_16085,Exotic Imports,Deep Trench,Fisher,1699.0,200.0,,No Vehicle,The Golden Reef,d6ad9e69
CIT_13358,Exotic Imports,The Golden Reef,Warrior,12992.0,2911.0,45.0,Submarine,Deep Trench,577656eb
CIT_15841,Exotic Imports,Deep Trench,Scribe,1340.0,125.0,45.0,Sea Scooter,Mariana Plaza,8a0fc3e8
CIT_9415,Seaweed,Deep Trench,Warrior,2430.0,261.0,43.0,No Vehicle,The Golden Reef,35d54d8c
CIT_10579,Seaweed,Mariana Plaza,Scribe,2735.0,411.0,50.0,No Vehicle,Mariana Plaza,35b48382
CIT_14237,Seaweed,Coral Slums,Merchant,1439.0,100.0,58.0,Submarine,Mariana Plaza,53b531b2
CIT_4651,Seafood,The Golden Reef,Scribe,36272.0,8038.0,88.0,Fin Bicycle,The Golden Reef,29b3fac9
CIT_19080,Exotic Imports,Deep Trench,Scribe,,555.0,48.0,No Vehicle,Deep Trench,e1cec7e3
CIT_13859,Seafood,Deep Trench,Fisher,5684.0,585.0,48.0,Submarine,Coral Slums,82717ef6
CIT_5036,Exotic Imports,Mariana Plaza,Scribe,2359.0,344.0,45.0,No Vehicle,Mariana Plaza,6278b3c3
CIT_17953,Exotic Imports,Coral Slums,Merchant,3021.0,185.0,46.0,Sea Scooter,The Golden Reef,6435b1e0
CIT_5608,Seafood,Mariana Plaza,Warrior,9381.0,1459.0,40.0,No Vehicle,Deep Trench,1414ffa0
CIT_9886,Seaweed,Deep Trench,Fisher,1769.0,,36.0,Sea Scooter,The Golden Reef,acb6708e
CIT_18566,Seafood,Mariana Plaza,Warrior,2533.0,,40.0,No Vehicle,Deep Trench,0007e754
CIT_6140,Seafood,Deep Trench,Fisher,4458.0,504.0,,No Vehicle,Coral Slums,7cf223ff
CIT_15851,Seafood,Mariana Plaza,Warrior,14769.0,2238.0,46.0,No Vehicle,Mariana Plaza,ab83de3e
CIT_1045,Exotic Imports,Deep Trench,Merchant,3926.0,471.0,51.0,Sea Scooter,Mariana Plaza,315a93eb
CIT_18215,Seaweed,The Golden Reef,Merchant,1790.0,397.0,59.0,Sea Scooter,Deep Trench,d1260bff
CIT_3307,Exotic Imports,Coral Slums,Fisher,2000.0,106.0,33.0,No Vehicle,Deep Trench,28d1c595
CIT_0388,Seafood,Mariana Plaza,Fisher,3746.0,512.0,41.0,No Vehicle,Coral Slums,fc1a5e35
CIT_14357,Seaweed,The Golden Reef,Miner,26290.0,5913.0,75.0,No Vehicle,Coral Slums,cde2c0aa
CIT_8373,Seafood,Deep Trench,Warrior,5534.0,580.0,,Sea Scooter,Deep Trench,e78854a4
CIT_16305,Seafood,The Golden Reef,Merchant,3957.0,1029.0,65.0,Sea Scooter,The Golden Reef,117e36f0
CIT_1704,Seaweed,Deep Trench,Scribe,11480.0,1213.0,69.0,Submarine,Mariana Plaza,367b0edf
CIT_3162,Exotic Imports,Mariana Plaza,Warrior,19766.0,2967.0,49.0,Sea Scooter,Coral Slums,19671047
CIT_11259,Exotic Imports,Deep Trench,Merchant,8141.0,857.0,45.0,No Vehicle,The Golden Reef,cb03c702
CIT_3257,Seafood,Deep Trench,Fisher,1246.0,208.0,37.0,Fin Bicycle,Coral Slums,f38a6593
CIT_10991,Seafood,Mariana Plaza,Miner,4238.0,630.0,43.0,No Vehicle,Coral Slums,782c26d5
CIT_2928,Exotic Imports,Deep Trench,Miner,1537.0,133.0,37.0,No Vehicle,The Golden Reef,df90edeb
